"Region","SqftEst","SqftMeasure","SqftHeated","CostElec","SqftAirCond","CostNatgas","CostFueloil","CostLPG","CostKero","TypeHome","YearMade","Neighborhood","HHSize","HHIncome","CostTotal"
"Northeast",,646,646,586,215,0,0,0,0,"Apartment","dec1980","City",1,27500,586
"South",,841,841,276,0,508,0,0,0,"Apartment","pre1950","City",3,120000,784
"West",700,1512,605,1020,302,974,0,0,0,"Single","pre1950","Suburbs",5,52500,1994
"West",2300,2902,1584,459,2502,774,0,0,0,"Single","dec2000","Suburbs",4,47500,1233
"South",900,1176,816,524,588,396,0,0,0,"Single","pre1950","City",1,8750,920
"South",1400,3360,1680,1207,3360,0,0,0,0,"Single","dec1960","Rural",3,32500,1207
"West",1900,1894,1644,2040,1644,603,0,433,0,"Single","dec1950","City",2,47500,3076
"South",1000,768,768,1484,154,0,0,0,0,"Single","dec1960","Rural",1,8750,1484
"West",1000,1440,1440,733,0,637,0,0,0,"Mobile","dec1990","City",2,47500,1370
"West",850,780,390,297,195,177,0,0,0,"Single","dec1970","City",1,52500,474
"South",2400,3854,1527,1391,3454,257,0,0,0,"Single","dec1990","City",2,72500,1648
"Midwest",,3186,2161,719,455,1053,0,0,0,"Single","pre1950","City",3,97500,1772
"West",1000,1878,1628,1091,271,708,0,0,0,"Single","dec1950","City",2,17500,1799
"Northeast",,3300,1100,2718,1320,0,0,0,0,"Single","dec1950","Rural",4,120000,2718
"Midwest",2250,3040,2640,2259,2640,973,0,0,0,"Single","dec2000","Town",3,62500,3232
"South",,665,665,738,443,397,0,0,0,"Single","pre1950","City",1,3750,1135
"West",,4280,4280,273,0,1027,0,0,0,"Single","dec1950","Town",1,17500,1300
"South",,1037,849,320,259,847,0,0,0,"Apartment","pre1950","City",4,32500,1167
"South",1000,876,876,2724,368,31,0,0,0,"Apartment","dec1970","Suburbs",2,32500,2755
"West",,1216,0,500,243,409,0,0,0,"Single","pre1950","City",4,47500,909
"South",,1248,1248,2777,891,523,0,0,0,"Single","dec1980","City",7,17500,3300
"West",,1900,1900,1733,1500,1127,0,0,0,"Single","dec1960","Town",4,120000,2860
"Midwest",1400,2761,2761,1168,2361,788,0,0,0,"Single","dec1970","Suburbs",4,77500,1956
"South",1723,4710,1955,1197,4310,0,0,0,0,"Single","dec1990","City",1,27500,1197
"Midwest",980,980,653,221,653,867,0,0,0,"Mobile","dec1970","City",1,12500,1088
"Midwest",1500,3300,1250,1313,2900,0,0,0,0,"Single","dec1970","Rural",3,92500,1313
"South",950,783,783,852,235,543,0,0,0,"Apartment","dec1990","Suburbs",3,120000,1395
"West",1087,4646,679,180,0,354,0,0,0,"Single","pre1950","Suburbs",1,32500,534
"Midwest",1300,2852,2139,819,951,885,0,0,0,"Single","pre1950","City",3,27500,1704
"West",1660,1452,842,560,210,0,0,0,0,"Single","dec2000","City",5,52500,560
"South",1950,1930,1003,2917,1930,0,0,511,0,"Single","dec1980","Rural",2,32500,3428
"Northeast",300,550,550,774,183,1252,0,0,0,"Apartment","pre1950","City",1,22500,2026
"Northeast",1100,1890,945,1271,0,0,1126,0,0,"Single","dec1950","Town",2,82500,2397
"Northeast",1800,4408,1653,689,551,580,1274,0,0,"Single","pre1950","City",3,67500,2543
"Northeast",825,2475,1650,1494,1485,461,0,0,0,"Single","dec1950","Town",3,62500,1955
"West",550,1276,1276,1696,255,657,0,0,0,"Apartment","pre1950","Town",3,22500,2353
"West",,962,962,716,385,321,0,0,0,"Single","dec1960","City",7,52500,1037
"West",1700,1325,1075,1759,1075,888,0,1407,0,"Single","pre1950","City",4,62500,4054
"West",,1078,1078,214,0,663,0,0,0,"Mobile","dec1970","Rural",1,27500,877
"South",900,1795,1651,684,1795,0,0,546,0,"Single","pre1950","Rural",1,12500,1230
"Northeast",,1846,949,642,739,1326,0,0,0,"Single","dec1950","City",1,32500,1968
"South",,462,462,242,0,400,0,0,0,"Apartment","pre1950","City",2,12500,642
"Midwest",,1311,936,650,607,806,777,0,0,"Single","pre1950","Town",2,42500,2233
"South",1000,522,522,1250,522,0,0,0,0,"Apartment","dec1970","Town",2,22500,1250
"South",2500,1188,1188,2844,1188,0,0,0,0,"Single","dec1980","Rural",4,52500,2844
"Midwest",900,3148,630,467,3148,418,0,0,0,"Single","pre1950","Suburbs",1,17500,885
"Midwest",,840,840,583,420,0,0,0,0,"Single","dec1950","City",1,27500,583
"South",3000,6786,3093,1852,2381,0,0,0,0,"Single","dec1970","Suburbs",5,52500,1852
"Northeast",1200,1152,1152,1169,752,0,0,0,0,"Single","dec1970","Town",2,27500,1169
"Northeast",624,324,324,130,0,689,0,0,0,"Apartment","dec2000","City",1,6250,819
"Northeast",,5938,2697,2067,0,1542,0,0,0,"Single","pre1950","City",3,52500,3609
"Northeast",3200,2576,1288,1064,859,0,2784,0,0,"Apartment","pre1950","City",3,87500,3848
"Midwest",2400,6936,3974,1113,6286,985,0,0,0,"Single","dec1990","City",4,110000,2098
"Midwest",1000,1710,984,859,0,63,0,0,144,"Single","dec1970","Town",1,17500,1066
"Midwest",1400,2311,1781,775,2061,161,0,0,0,"Single","pre1950","City",3,42500,936
"South",400,1106,1106,978,1106,0,0,0,0,"Apartment","dec2000","Town",2,12500,978
"West",3900,5096,4446,2489,4446,0,0,258,0,"Single","dec1980","Suburbs",5,120000,2747
"South",1600,3900,1950,2439,3900,266,0,0,0,"Single","dec1960","Suburbs",5,32500,2705
"Northeast",3800,4490,2880,1420,1440,0,2519,126,0,"Single","dec1990","Town",3,47500,4065
"Midwest",,2592,864,473,780,854,0,0,0,"Single","dec1950","Town",1,6250,1327
"Midwest",,1669,1113,1248,209,0,925,0,0,"Single","pre1950","Rural",2,42500,2173
"South",,839,839,802,0,157,0,0,0,"Apartment","dec1960","City",3,6250,959
"Northeast",600,888,888,264,0,521,0,0,0,"Apartment","dec1970","City",3,22500,785
"South",1280,1280,1280,576,1280,0,0,0,0,"Mobile","dec1990","Rural",1,27500,576
"West",1800,2351,1951,2391,1951,0,0,0,0,"Single","dec1980","City",5,87500,2391
"South",2150,2846,1487,1427,2846,1080,0,0,0,"Single","dec1970","Suburbs",3,47500,2507
"South",2000,2100,2100,2629,2100,0,0,0,0,"Single","dec1990","Rural",2,17500,2629
"South",3000,7344,5108,1531,6944,440,0,0,0,"Single","dec1980","Suburbs",3,110000,1971
"Midwest",728,2184,1941,528,2184,1026,0,0,0,"Single","pre1950","City",2,17500,1554
"Northeast",1080,11383,11383,1170,2846,1183,0,0,0,"Apartment","pre1950","Suburbs",2,77500,2353
"South",,1372,1372,1570,1372,0,0,0,11,"Single","dec2000","City",4,37500,1581
"Midwest",1600,1404,936,943,1404,1026,0,0,0,"Mobile","dec1990","City",2,22500,1969
"Midwest",2400,4154,3255,585,4154,213,0,1897,0,"Single","dec1990","Rural",1,42500,2695
"Northeast",,4932,2651,644,1133,15,2042,0,0,"Single","dec1970","Suburbs",1,27500,2701
"Northeast",,1674,837,376,419,945,0,0,0,"Single","dec1960","City",1,22500,1321
"South",600,341,341,658,341,441,0,0,0,"Single","dec1970","City",4,22500,1099
"Northeast",,256,256,2666,256,0,0,0,0,"Apartment","pre1950","City",1,12500,2666
"West",4650,3084,1882,2601,1004,601,0,0,0,"Single","dec1990","Suburbs",2,120000,3202
"West",1200,1504,1104,968,452,670,0,0,0,"Single","dec2000","Suburbs",1,22500,1638
"South",900,922,672,932,672,996,0,0,0,"Single","dec1950","Town",2,27500,1928
"Northeast",3000,6600,4519,1939,1860,0,3549,0,0,"Single","dec1960","Suburbs",2,72500,5488
"Northeast",,3159,2106,930,2527,95,2069,0,0,"Single","pre1950","City",4,42500,3094
"South",,1123,1123,1675,1123,0,0,0,0,"Single","dec1990","City",2,27500,1675
"Midwest",1200,2464,2064,1580,2064,857,0,0,0,"Single","dec1970","Suburbs",4,67500,2437
"South",1600,4704,2102,1074,4454,0,0,0,0,"Single","dec2000","Suburbs",5,57500,1074
"Midwest",500,677,677,475,677,791,0,0,0,"Single","dec1980","Suburbs",1,6250,1266
"South",2331,5850,1683,632,1640,385,0,0,0,"Single","dec1990","Suburbs",2,52500,1017
"West",1300,986,391,1360,219,658,0,0,0,"Single","dec1970","City",2,57500,2018
"West",1800,3744,1081,1346,0,1041,0,0,0,"Single","dec1970","Town",6,42500,2387
"West",1300,1584,1584,2592,634,0,0,0,0,"Mobile","dec1970","Rural",6,47500,2592
"Midwest",,1170,0,916,780,360,0,0,0,"Single","dec1970","Town",4,27500,1276
"Northeast",180,949,949,462,237,52,1325,0,0,"Apartment","dec2000","Town",4,12500,1839
"Midwest",1200,1680,1280,1092,1280,658,0,0,0,"Single","dec1990","Town",6,62500,1750
"Northeast",,1400,1400,905,1400,0,0,255,0,"Apartment","dec1980","City",3,1250,1160
"West",1300,1996,1596,358,0,662,0,0,0,"Single","dec1980","Suburbs",3,62500,1020
"South",2000,1960,1040,1064,582,1052,0,0,0,"Single","dec1970","Town",2,42500,2116
"South",1200,1188,713,944,499,0,0,0,0,"Mobile","dec1970","Town",1,12500,944
"West",2900,3350,2513,875,1200,697,0,565,0,"Single","dec1960","Town",1,62500,2137
"Northeast",1519,4653,3134,1117,2327,0,1679,0,0,"Single","dec1950","Town",2,87500,2796
"West",1911,2784,829,657,889,393,0,0,0,"Single","dec1970","Suburbs",1,52500,1050
"Midwest",,3360,2960,2531,2960,0,0,0,0,"Single","dec1970","Rural",4,22500,2531
"Northeast",,2352,1176,766,941,1479,0,0,0,"Single","dec2000","City",3,17500,2245
"West",,1029,1029,817,1029,956,0,0,0,"Single","pre1950","City",2,37500,1773
"South",,899,0,1634,899,0,0,0,0,"Apartment","dec1970","City",4,1250,1634
"South",1200,1024,1024,963,1024,467,0,0,0,"Single","pre1950","City",8,32500,1430
"South",4000,3564,3164,2885,3164,0,0,620,0,"Single","dec1990","Rural",4,120000,3505
"Northeast",,803,803,989,402,288,1491,0,0,"Apartment","dec1960","Rural",5,1250,2768
"Midwest",1000,3038,1487,628,1157,63,0,1108,0,"Single","pre1950","Rural",1,8750,1799
"Northeast",1500,3600,3300,2089,1440,198,1373,0,0,"Single","pre1950","City",2,8750,3660
"West",,938,0,2034,938,97,919,886,0,"Mobile","dec1980","City",7,12500,3936
"South",1200,944,944,1157,378,0,0,0,0,"Single","dec1950","City",5,6250,1157
"South",1100,1488,1488,319,1488,551,0,0,0,"Apartment","dec1950","Town",4,87500,870
"Midwest",,1088,1088,634,1088,0,0,0,0,"Apartment","dec2000","City",2,3750,634
"South",,1296,1296,1620,1296,0,0,0,0,"Single","dec1990","Rural",2,17500,1620
"West",2600,4524,3874,2165,3874,0,0,329,0,"Single","dec2000","Rural",4,27500,2494
"West",1800,1798,1798,1390,0,0,0,0,0,"Single","dec1970","Rural",2,22500,1390
"Northeast",,1429,1221,922,1429,572,0,0,0,"Single","pre1950","Town",4,17500,1494
"South",2800,5952,2230,1502,2450,265,0,0,0,"Single","dec2000","Suburbs",3,82500,1767
"West",1000,928,928,814,0,178,0,0,0,"Apartment","dec1980","City",4,42500,992
"West",,1531,1131,298,0,782,0,0,0,"Single","pre1950","Suburbs",3,8750,1080
"Midwest",1400,1122,722,726,722,836,0,0,0,"Single","dec2000","Suburbs",2,42500,1562
"Northeast",900,4646,4646,866,0,0,644,123,0,"Single","dec1970","Rural",2,57500,1633
"Midwest",,2100,1838,1238,1260,1015,0,0,0,"Apartment","dec1960","City",4,12500,2253
"Midwest",1200,1212,962,1142,962,355,0,0,0,"Single","dec1960","Town",2,12500,1497
"South",2400,4140,1670,1758,3740,1025,0,0,0,"Single","dec1980","Town",2,120000,2783
"Midwest",1500,1932,1610,1046,549,1106,0,0,0,"Single","dec1960","City",2,52500,2152
"Northeast",,1986,1986,673,0,270,1089,0,0,"Single","pre1950","City",4,62500,2032
"West",1620,2354,1675,562,756,289,0,0,0,"Single","dec1980","Rural",1,77500,851
"Midwest",,3242,1075,1049,1346,726,0,0,0,"Single","pre1950","City",3,17500,1775
"South",,2700,1350,962,0,706,0,0,0,"Single","pre1950","City",1,52500,1668
"Northeast",500,458,458,530,458,581,0,0,0,"Apartment","pre1950","Town",4,27500,1111
"South",2400,4736,2304,1140,4336,1253,0,0,0,"Single","dec1970","City",4,42500,2393
"Midwest",1200,1950,1742,850,693,654,0,0,0,"Single","pre1950","Town",4,72500,1504
"Northeast",,778,778,746,519,37,1457,0,0,"Apartment","pre1950","City",1,27500,2240
"Northeast",1700,5400,2738,1017,1250,1886,0,0,0,"Single","pre1950","Town",2,120000,2903
"Northeast",900,3000,1000,1572,1800,535,979,0,0,"Single","dec1950","City",3,57500,3086
"Northeast",,844,844,675,507,65,0,0,0,"Single","pre1950","City",1,27500,740
"West",2000,2625,2225,1132,2225,958,0,0,0,"Single","dec1960","Suburbs",5,110000,2090
"South",994,968,968,1096,968,0,0,0,0,"Apartment","dec1960","City",2,17500,1096
"West",1800,7392,6992,647,0,480,0,0,0,"Single","dec1970","City",4,97500,1127
"South",,672,336,1807,336,0,0,677,0,"Single","dec2000","Rural",4,27500,2484
"Northeast",2100,6293,3188,1704,0,1663,0,0,0,"Single","pre1950","Town",2,42500,3367
"Northeast",,816,816,788,0,527,0,0,0,"Apartment","pre1950","City",2,12500,1315
"South",1028,1120,1120,697,1120,0,0,0,0,"Single","dec1990","Rural",2,32500,697
"South",1800,3316,2916,2302,2916,0,0,0,0,"Single","dec1980","Suburbs",5,77500,2302
"Midwest",,2670,2670,502,445,1189,0,0,0,"Single","dec1970","Suburbs",2,110000,1691
"Northeast",,1863,1863,2466,373,0,0,0,0,"Apartment","pre1950","Town",3,12500,2466
"West",815,1872,515,463,0,332,0,0,0,"Single","dec1950","City",1,17500,795
"Midwest",,568,568,339,189,470,0,0,0,"Apartment","dec1960","Town",1,12500,809
"Northeast",,940,940,408,313,892,0,0,0,"Apartment","pre1950","City",1,6250,1300
"South",900,1050,1050,1014,210,0,0,0,120,"Mobile","dec1980","Rural",1,8750,1134
"Northeast",1105,4140,4140,1312,4140,732,0,0,0,"Single","dec1950","City",4,37500,2044
"Midwest",1700,3264,986,1221,1146,0,0,598,0,"Single","dec1970","City",2,32500,1819
"South",,2470,2470,482,2470,829,0,0,0,"Single","pre1950","Town",1,27500,1311
"South",3500,6720,4510,2033,6070,750,0,255,0,"Single","dec2000","Suburbs",3,120000,3038
"Northeast",1900,3551,1794,1545,1751,0,1699,0,0,"Single","dec1970","Suburbs",4,120000,3244
"West",1050,637,212,1058,212,158,0,0,0,"Apartment","dec1970","Town",3,6250,1216
"South",,550,550,399,275,879,0,0,0,"Apartment","pre1950","City",1,52500,1278
"Midwest",,2442,1221,535,2442,821,0,0,0,"Single","pre1950","Town",1,12500,1356
"Midwest",1440,1440,1440,730,1440,651,0,0,0,"Single","dec1950","City",2,47500,1381
"South",,1219,813,1384,610,625,0,0,0,"Single","dec1950","Town",2,22500,2009
"South",,2208,1808,2613,1808,590,0,0,0,"Single","dec1990","City",4,52500,3203
"Midwest",2100,2128,2128,1762,2128,0,0,657,0,"Single","dec1990","Rural",3,17500,2419
"Northeast",,1262,1262,917,841,1113,0,0,0,"Apartment","pre1950","Town",3,17500,2030
"Midwest",,716,537,544,179,803,0,0,0,"Apartment","pre1950","Town",2,12500,1347
"Midwest",1200,1001,1001,319,0,473,0,0,0,"Apartment","pre1950","City",5,37500,792
"South",,959,959,576,959,407,0,0,0,"Apartment","dec1990","Suburbs",2,52500,983
"South",915,1105,1105,476,1105,312,0,0,0,"Apartment","dec1990","City",2,37500,788
"South",2400,3888,2592,3896,3888,0,0,0,48,"Single","dec1960","Suburbs",3,67500,3944
"West",850,675,675,257,0,346,0,255,0,"Apartment","dec1980","City",3,17500,858
"West",,1224,390,893,195,0,0,0,0,"Single","dec1950","Town",3,6250,893
"South",1950,3800,1500,973,3400,308,0,0,0,"Single","dec2000","Suburbs",2,67500,1281
"West",2400,4615,3965,965,0,1409,0,0,0,"Single","pre1950","City",2,120000,2374
"South",1200,1200,1200,1103,1200,400,0,0,0,"Single","dec1960","Suburbs",2,27500,1503
"Midwest",,419,419,711,0,0,0,0,0,"Apartment","dec1990","Town",2,8750,711
"South",1800,1680,1280,434,1280,459,0,0,0,"Single","dec1990","City",4,52500,893
"South",1150,2663,2663,1402,2663,0,0,0,0,"Apartment","dec1960","City",2,27500,1402
"West",800,1179,295,412,0,0,0,0,0,"Apartment","dec1960","City",1,12500,412
"South",1200,1847,772,821,742,541,0,0,0,"Single","pre1950","City",1,47500,1362
"South",2500,3909,2494,911,3509,807,0,0,0,"Single","dec1990","Suburbs",2,110000,1718
"West",,1050,1050,1010,1050,611,0,0,0,"Single","dec1950","City",4,22500,1621
"West",900,1184,1184,809,1184,217,0,0,0,"Apartment","dec1970","City",2,17500,1026
"Midwest",,1250,1250,1397,1250,907,0,0,0,"Single","dec1980","City",4,52500,2304
"South",,1092,1092,852,437,0,0,726,0,"Single","dec1970","Rural",2,12500,1578
"Northeast",1500,1762,1592,759,881,1560,0,0,0,"Single","pre1950","Town",3,77500,2319
"South",980,1266,760,1290,423,0,0,0,0,"Single","dec1980","Rural",2,37500,1290
"West",1400,2628,731,1015,2228,227,0,0,0,"Single","dec1950","City",3,62500,1242
"South",,810,810,789,810,0,0,0,0,"Apartment","dec1980","City",2,32500,789
"West",1500,1092,0,435,0,270,0,0,0,"Single","pre1950","City",2,47500,705
"Northeast",1080,4320,3655,2318,4070,0,1455,0,0,"Single","dec1990","Town",5,97500,3773
"West",,2473,1382,622,0,270,0,0,0,"Single","dec1980","Suburbs",6,120000,892
"South",4700,5940,4055,2236,5540,1624,0,0,0,"Single","dec1960","Suburbs",3,120000,3860
"West",1250,2943,1305,377,0,510,0,0,0,"Single","pre1950","City",2,120000,887
"Midwest",,1231,1231,1298,739,0,0,0,0,"Single","pre1950","Rural",3,37500,1298
"Midwest",3400,6078,5428,2009,5428,2131,0,957,0,"Single","dec2000","Suburbs",6,120000,5097
"West",6800,5994,4595,1250,5594,1177,0,0,0,"Single","dec1970","Suburbs",3,52500,2427
"Northeast",2900,5040,2960,1782,4640,1609,0,0,0,"Single","dec2000","Town",3,120000,3391
"Midwest",2500,4686,3566,889,4686,830,0,0,0,"Single","dec1950","Suburbs",2,87500,1719
"Northeast",,3525,2350,694,588,952,0,0,0,"Single","dec1950","Suburbs",1,77500,1646
"South",1650,1680,1680,714,1680,0,0,0,0,"Single","dec1990","Rural",2,17500,714
"South",3600,8344,5898,2169,7944,1352,0,0,0,"Single","dec1990","Town",3,110000,3521
"West",,1960,1114,944,0,411,0,0,0,"Single","dec1980","Suburbs",2,42500,1355
"West",1390,1584,1584,502,0,1060,0,0,0,"Single","dec1970","City",3,62500,1562
"South",,3080,1540,1597,3080,353,0,0,0,"Single","dec1970","City",5,37500,1950
"South",840,1568,784,776,1568,0,0,664,0,"Single","dec1950","Rural",1,12500,1440
"Midwest",3200,3657,2438,1069,3657,0,0,1160,0,"Single","dec2000","Rural",6,47500,2229
"Midwest",,796,597,518,199,0,0,0,0,"Apartment","dec1980","City",1,6250,518
"Midwest",,552,552,535,552,1056,0,0,0,"Apartment","dec1970","Town",1,37500,1591
"South",1000,1080,1080,797,216,0,0,0,0,"Single","dec1960","Rural",2,3750,797
"South",3100,4096,2048,1102,4096,1111,0,0,0,"Single","dec1950","Town",4,32500,2213
"West",1500,1764,1764,1266,0,645,0,0,0,"Single","dec2000","Town",4,72500,1911
"South",1800,2085,1685,2174,1685,0,0,0,0,"Single","dec1990","City",7,52500,2174
"South",,1514,568,885,1264,686,0,0,0,"Single","dec1950","Town",1,62500,1571
"South",2900,2560,2160,2596,2160,0,0,0,0,"Mobile","dec1990","Rural",4,110000,2596
"Northeast",,1117,1117,1175,447,194,1880,0,0,"Apartment","pre1950","Rural",3,37500,3249
"West",1011,1056,806,654,0,449,0,0,0,"Single","dec1980","City",2,47500,1103
"South",1200,3158,1031,1426,3158,60,0,0,0,"Single","dec1970","City",2,57500,1486
"West",800,603,0,450,0,358,0,0,0,"Apartment","dec1970","City",10,37500,808
"Northeast",900,640,640,960,0,0,738,0,0,"Single","pre1950","Town",2,22500,1698
"South",1900,3366,1443,1225,1361,0,0,0,0,"Single","dec1960","Town",1,42500,1225
"West",2400,5040,1955,1871,0,0,0,0,0,"Single","dec1970","City",2,120000,1871
"Northeast",,1484,1215,464,0,465,1250,0,0,"Apartment","pre1950","City",3,82500,2179
"Midwest",2200,2650,2650,1186,2650,560,0,0,0,"Single","dec1970","City",2,110000,1746
"Midwest",,1352,1102,1654,441,0,0,0,0,"Single","dec1970","Rural",6,12500,1654
"Midwest",,5084,3413,298,4684,496,0,0,0,"Single","dec1990","City",1,8750,794
"Northeast",1400,1847,1707,483,739,511,0,0,0,"Single","dec1950","City",3,17500,994
"South",1600,2808,936,1667,2808,500,0,0,0,"Single","dec1950","Suburbs",2,52500,2167
"West",1200,1680,1680,626,1680,407,0,0,0,"Single","dec1970","Rural",2,110000,1033
"South",1150,1152,1152,1188,288,0,0,0,0,"Single","dec2000","Rural",4,8750,1188
"South",100,4300,1987,1707,1796,675,0,0,0,"Single","dec1990","Rural",5,110000,2382
"Midwest",1500,2664,1656,1030,0,1867,0,0,66,"Single","dec1960","Town",3,8750,2963
"West",,3205,2555,1229,2555,804,0,0,0,"Single","dec1990","City",7,57500,2033
"West",1600,1575,1175,2272,1175,729,0,0,0,"Single","dec1970","City",3,32500,3001
"Northeast",800,3055,1572,1277,0,0,1461,0,0,"Single","dec1950","Town",2,8750,2738
"South",,2952,590,1283,2362,0,0,425,0,"Single","dec1950","Rural",2,42500,1708
"West",,1496,1496,740,0,0,0,0,0,"Single","dec1980","City",6,17500,740
"South",2440,3150,2750,2214,2750,0,0,0,0,"Single","dec1990","Suburbs",2,120000,2214
"West",450,619,619,560,0,0,0,0,0,"Apartment","dec1980","City",2,22500,560
"Midwest",1450,1456,1456,990,208,44,0,2461,0,"Single","dec1990","Rural",4,47500,3495
"South",,1972,1803,901,1972,752,0,0,0,"Single","dec1970","City",3,27500,1653
"West",,1584,1184,1114,0,859,0,0,0,"Single","dec1950","Suburbs",4,57500,1973
"Midwest",,6332,4532,1607,5682,1144,0,2122,0,"Single","dec2000","Rural",3,120000,4873
"West",,926,771,719,926,398,0,0,0,"Apartment","dec1990","City",3,8750,1117
"South",1700,1924,1924,1908,1924,0,0,0,0,"Single","dec1950","Town",2,37500,1908
"West",1000,2807,1048,301,0,683,0,0,0,"Single","dec1950","City",2,47500,984
"South",1400,4500,1100,2156,4100,0,0,0,0,"Single","dec1990","Suburbs",1,42500,2156
"West",1750,2068,1594,425,0,881,0,0,0,"Single","dec1960","Town",2,32500,1306
"Northeast",,1394,1150,995,0,1004,0,0,0,"Single","dec1980","City",1,1250,1999
"Northeast",1930,1357,1357,940,0,0,1455,0,0,"Single","pre1950","Rural",2,22500,2395
"Midwest",,1296,1046,1247,1046,1361,0,0,0,"Single","dec1960","Rural",5,62500,2608
"South",1800,2473,2073,1417,2073,0,0,0,0,"Single","dec2000","Rural",1,32500,1417
"West",1200,695,695,465,174,335,0,0,0,"Apartment","dec1970","City",3,32500,800
"South",1300,1760,880,804,704,0,0,387,0,"Single","dec1960","Rural",2,87500,1191
"West",,912,0,206,0,93,0,0,0,"Apartment","dec1960","City",3,37500,299
"Midwest",1200,1560,557,1033,469,397,0,0,0,"Single","dec1950","Town",3,22500,1430
"South",,2550,2008,912,850,0,851,0,0,"Single","dec1950","Suburbs",2,27500,1763
"South",,548,548,2550,548,0,0,0,0,"Apartment","dec1980","Suburbs",7,12500,2550
"West",1800,3420,1095,1015,0,943,0,0,0,"Single","dec1970","City",1,37500,1958
"Midwest",,433,433,868,433,0,0,0,0,"Apartment","dec1980","City",1,1250,868
"South",,1320,1100,1018,500,0,0,0,0,"Single","dec1980","City",3,47500,1018
"Northeast",,656,656,396,656,280,0,0,0,"Apartment","dec1980","Rural",2,77500,676
"South",,4904,4504,1209,4504,0,0,0,0,"Single","dec1970","Rural",3,120000,1209
"West",1200,1427,1427,436,599,255,0,0,0,"Apartment","dec1970","City",1,17500,691
"Northeast",760,807,807,1554,269,0,0,0,0,"Apartment","dec1980","City",2,12500,1554
"West",900,2050,559,2537,0,0,0,0,0,"Single","dec1960","Town",3,27500,2537
"South",1500,880,880,853,880,618,0,0,0,"Apartment","dec1960","City",4,12500,1471
"South",,1575,1575,899,0,0,0,1535,0,"Single","pre1950","Rural",4,3750,2434
"West",2300,1967,784,2548,0,783,0,0,0,"Single","dec1960","Town",4,47500,3331
"South",1008,1129,1129,1075,1129,0,0,0,0,"Apartment","dec1990","Town",1,110000,1075
"South",,1216,912,374,304,0,0,875,0,"Mobile","dec1980","Rural",1,22500,1249
"West",1300,2646,1497,1081,0,0,0,0,0,"Single","dec1970","Suburbs",5,97500,1081
"Northeast",,2638,1362,676,879,1747,0,0,0,"Single","dec1950","Town",1,52500,2423
"South",750,528,528,663,176,0,0,0,0,"Apartment","dec1960","City",1,22500,663
"West",1800,2917,2517,651,0,446,0,0,0,"Single","dec1960","City",2,47500,1097
"South",,1300,780,1406,520,171,0,0,0,"Single","dec1950","City",2,17500,1577
"West",,915,915,252,0,438,0,0,0,"Apartment","dec1990","Suburbs",3,8750,690
"West",1000,1512,1512,547,0,625,0,0,0,"Single","dec1950","City",5,72500,1172
"South",,931,931,758,931,0,0,608,0,"Apartment","dec1960","City",3,32500,1366
"West",3000,3378,2978,766,2978,791,0,0,0,"Single","dec2000","City",2,82500,1557
"Midwest",980,980,980,1398,980,681,0,0,0,"Mobile","dec1980","City",3,17500,2079
"West",,780,780,430,0,445,0,0,0,"Apartment","pre1950","City",6,22500,875
"West",,4096,3846,1583,0,757,0,0,0,"Single","dec1960","Suburbs",8,120000,2340
"South",1056,1056,1056,1038,1056,0,0,0,0,"Mobile","dec1990","Rural",2,17500,1038
"Northeast",,1039,1039,502,0,1268,0,0,0,"Apartment","pre1950","City",1,6250,1770
"Northeast",3000,4152,3752,1073,3752,1625,0,0,0,"Single","dec2000","Suburbs",4,97500,2698
"South",2000,1388,1388,866,833,337,0,0,0,"Single","dec1950","Town",3,72500,1203
"South",2000,2139,1739,1151,1739,461,0,0,0,"Single","dec1960","City",2,17500,1612
"Northeast",2600,6572,3286,2675,6572,0,2562,927,0,"Single","pre1950","Rural",4,120000,6164
"South",800,2184,1092,1433,2184,0,0,933,0,"Single","dec1970","Rural",3,12500,2366
"Northeast",800,780,780,1207,780,0,762,123,0,"Mobile","dec1970","Town",2,22500,2092
"Northeast",,2792,1440,696,931,1996,0,0,0,"Single","pre1950","City",4,57500,2692
"Northeast",729,775,775,1907,775,989,0,0,0,"Apartment","dec1980","Town",2,62500,2896
"West",2605,4296,3896,633,0,834,0,0,0,"Single","dec1990","Suburbs",4,110000,1467
"Midwest",,3584,1101,865,3334,758,0,0,0,"Single","dec1970","Town",4,52500,1623
"South",775,866,866,1336,217,238,0,0,0,"Single","dec1980","Suburbs",3,6250,1574
"South",950,1732,235,1106,271,15,0,0,0,"Single","dec1990","Suburbs",2,17500,1121
"Midwest",,3024,2774,465,2774,1078,0,0,0,"Single","dec1980","City",1,12500,1543
"Northeast",2400,7214,3607,1026,1031,0,2108,664,0,"Single","pre1950","Rural",5,110000,3798
"Midwest",,502,502,347,502,458,0,0,0,"Apartment","dec1970","City",1,8750,805
"Midwest",,1806,1806,652,361,1300,0,0,0,"Single","pre1950","Town",5,3750,1952
"West",1500,9800,9400,979,9400,606,0,0,0,"Single","dec1990","City",3,52500,1585
"West",,682,682,972,682,374,0,0,0,"Apartment","dec1980","City",4,42500,1346
"South",1600,1680,1680,2132,0,0,0,0,0,"Single","pre1950","Rural",4,17500,2132
"Midwest",2000,5246,3610,1209,1882,0,0,1818,0,"Single","dec2000","Rural",3,120000,3027
